YEAR,TIME,VISIBILITY,DISTRICT,INVAGE,DRIVCOND,ACCLASS,INJURY
2008,1720,Clear,Etobicoke York,75 to 79,None,Non-Fatal Injury,Minimal
2008,1720,Clear,Etobicoke York,80 to 84,None,Non-Fatal Injury,Minimal
2008,1720,Clear,Etobicoke York,60 to 64,None,Non-Fatal Injury,Minimal
2008,1720,Clear,Etobicoke York,65 to 69,Medical or Physical Disability,Non-Fatal Injury,Major
2008,2120,Other,Etobicoke York,30 to 34,None,Non-Fatal Injury,Major
2008,1223,Clear,Scarborough,75 to 79,Normal,Non-Fatal Injury,Major
2008,1223,Clear,Scarborough,5 to 9,None,Non-Fatal Injury,None
2008,1223,Clear,Scarborough,35 to 39,Normal,Non-Fatal Injury,None
2008,550,Clear,Toronto and East York,55 to 59,None,Non-Fatal Injury,Minimal
2008,550,Clear,Toronto and East York,55 to 59,None,Non-Fatal Injury,Minimal
2008,550,Clear,Toronto and East York,35 to 39,None,Non-Fatal Injury,Minimal
2008,550,Clear,Toronto and East York,30 to 34,None,Non-Fatal Injury,Minimal
2008,550,Clear,Toronto and East York,40 to 44,None,Non-Fatal Injury,Minimal
2008,550,Clear,Toronto and East York,60 to 64,None,Non-Fatal Injury,Major
2008,550,Clear,Toronto and East York,50 to 54,Normal,Non-Fatal Injury,None
2008,550,Clear,Toronto and East York,unknown,None,Non-Fatal Injury,None
2008,550,Clear,Toronto and East York,60 to 64,Inattentive,Non-Fatal Injury,Major
2008,2010,Clear,Etobicoke York,unknown,None,Fatal,None
2008,2010,Clear,Etobicoke York,55 to 59,Unknown,Fatal,None
2008,2010,Clear,Etobicoke York,60 to 64,None,Fatal,Fatal
2008,853,Clear,Toronto and East York,30 to 34,Normal,Non-Fatal Injury,None
2008,853,Clear,Toronto and East York,40 to 44,None,Non-Fatal Injury,Major
2008,902,Clear,Toronto and East York,60 to 64,Normal,Non-Fatal Injury,None
2008,902,Clear,Toronto and East York,35 to 39,None,Non-Fatal Injury,Major
2008,945,Clear,Toronto and East York,35 to 39,Normal,Non-Fatal Injury,None
2008,945,Clear,Toronto and East York,20 to 24,None,Non-Fatal Injury,Major
2008,2236,Clear,Etobicoke York,25 to 29,Unknown,Non-Fatal Injury,Major
2008,1235,Clear,Etobicoke York,75 to 79,None,Non-Fatal Injury,Minor
2008,1235,Clear,Etobicoke York,50 to 54,Normal,Non-Fatal Injury,Minor
2008,1235,Clear,Etobicoke York,85 to 89,None,Non-Fatal Injury,Minor
2008,1235,Clear,Etobicoke York,50 to 54,Normal,Non-Fatal Injury,Minimal
2008,1235,Clear,Etobicoke York,35 to 39,None,Non-Fatal Injury,Minimal
2008,1235,Clear,Etobicoke York,40 to 44,Normal,Non-Fatal Injury,Major
2008,1400,Clear,Toronto and East York,unknown,None,Non-Fatal Injury,None
2008,1400,Clear,Toronto and East York,60 to 64,Normal,Non-Fatal Injury,None
2008,1400,Clear,Toronto and East York,50 to 54,None,Non-Fatal Injury,Major
2008,2321,Rain,North York,25 to 29,Normal,Non-Fatal Injury,Minimal
2008,2321,Rain,North York,25 to 29,None,Non-Fatal Injury,Major
2008,5,Rain,Scarborough,45 to 49,Had Been Drinking,Fatal,None
2008,5,Rain,Scarborough,25 to 29,None,Fatal,Fatal
2008,5,Rain,Scarborough,25 to 29,None,Fatal,Fatal
2008,1340,Clear,Toronto and East York,40 to 44,Inattentive,Non-Fatal Injury,None
2008,1340,Clear,Toronto and East York,15 to 19,None,Non-Fatal Injury,Major
2008,1813,Clear,North York,75 to 79,Normal,Non-Fatal Injury,Major
2008,1813,Clear,North York,unknown,None,Non-Fatal Injury,None
2008,1813,Clear,North York,unknown,None,Non-Fatal Injury,None
2008,1813,Clear,North York,25 to 29,Normal,Non-Fatal Injury,None
2008,1813,Clear,North York,55 to 59,None,Non-Fatal Injury,Major
2008,215,Clear,Toronto and East York,unknown,Normal,Non-Fatal Injury,None
2008,215,Clear,Toronto and East York,35 to 39,None,Non-Fatal Injury,Major
2008,1840,Rain,Etobicoke York,25 to 29,Normal,Non-Fatal Injury,Minor
2008,1840,Rain,Etobicoke York,45 to 49,Normal,Non-Fatal Injury,Major
2008,1840,Rain,Etobicoke York,unknown,None,Non-Fatal Injury,None
2008,1355,Clear,North York,unknown,None,Non-Fatal Injury,None
2008,1355,Clear,North York,20 to 24,Normal,Non-Fatal Injury,None
2008,1355,Clear,North York,35 to 39,None,Non-Fatal Injury,Major
2008,1355,Clear,North York,0 to 4,None,Non-Fatal Injury,Major
2008,1540,Clear,Etobicoke York,unknown,None,Non-Fatal Injury,None
2008,1540,Clear,Etobicoke York,45 to 49,Normal,Non-Fatal Injury,None
2008,1540,Clear,Etobicoke York,75 to 79,None,Non-Fatal Injury,Major
2008,1614,Clear,Toronto and East York,70 to 74,Normal,Non-Fatal Injury,None
2008,1614,Clear,Toronto and East York,50 to 54,None,Non-Fatal Injury,Major
2008,1614,Clear,Toronto and East York,50 to 54,Normal,Non-Fatal Injury,None
2008,909,Clear,Etobicoke York,85 to 89,None,Fatal,Fatal
2008,909,Clear,Etobicoke York,unknown,None,Fatal,None
2008,909,Clear,Etobicoke York,55 to 59,Inattentive,Fatal,None
2008,1030,Clear,North York,unknown,Unknown,Non-Fatal Injury,None
2008,1030,Clear,North York,20 to 24,None,Non-Fatal Injury,Major
2008,1500,Clear,Scarborough,unknown,None,Non-Fatal Injury,None
2008,1500,Clear,Scarborough,50 to 54,Medical or Physical Disability,Non-Fatal Injury,Major
2008,1805,Clear,Etobicoke York,unknown,None,Non-Fatal Injury,None
2008,1805,Clear,Etobicoke York,45 to 49,Normal,Non-Fatal Injury,None
2008,1805,Clear,Etobicoke York,35 to 39,None,Non-Fatal Injury,Major
2008,950,Clear,Toronto and East York,20 to 24,None,Non-Fatal Injury,Major
2008,950,Clear,Toronto and East York,unknown,None,Non-Fatal Injury,None
2008,950,Clear,Toronto and East York,40 to 44,Normal,Non-Fatal Injury,None
2008,1838,Clear,Toronto and East York,35 to 39,Normal,Non-Fatal Injury,Major
2008,1838,Clear,Toronto and East York,50 to 54,Normal,Non-Fatal Injury,None
2008,2226,Clear,Etobicoke York,unknown,None,Fatal,None
2008,2226,Clear,Etobicoke York,25 to 29,Normal,Fatal,None
2008,2226,Clear,Etobicoke York,75 to 79,None,Fatal,Fatal
2008,730,Clear,Scarborough,unknown,None,Non-Fatal Injury,None
2008,730,Clear,Scarborough,40 to 44,Normal,Non-Fatal Injury,None
2008,730,Clear,Scarborough,50 to 54,None,Non-Fatal Injury,Major
2008,1820,Clear,Toronto and East York,65 to 69,Inattentive,Non-Fatal Injury,None
2008,1820,Clear,Toronto and East York,35 to 39,None,Non-Fatal Injury,Major
2008,2040,Clear,Etobicoke York,35 to 39,None,Non-Fatal Injury,None
2008,2040,Clear,Etobicoke York,35 to 39,Normal,Non-Fatal Injury,None
2008,2040,Clear,Etobicoke York,5 to 9,None,Non-Fatal Injury,Major
2008,815,Clear,Toronto and East York,15 to 19,Normal,Non-Fatal Injury,None
2008,815,Clear,Toronto and East York,20 to 24,None,Non-Fatal Injury,Minor
2008,815,Clear,Toronto and East York,85 to 89,None,Non-Fatal Injury,Major
2008,53,Clear,Toronto and East York,unknown,None,Fatal,None
2008,53,Clear,Toronto and East York,30 to 34,Normal,Fatal,None
2008,53,Clear,Toronto and East York,20 to 24,None,Fatal,Major
2008,53,Clear,Toronto and East York,20 to 24,"Ability Impaired, Alcohol",Fatal,Fatal
2008,1601,Clear,Toronto and East York,unknown,None,Non-Fatal Injury,None
2008,1601,Clear,Toronto and East York,35 to 39,Normal,Non-Fatal Injury,None
2008,1601,Clear,Toronto and East York,25 to 29,None,Non-Fatal Injury,Major
2008,120,Clear,Etobicoke York,20 to 24,None,Non-Fatal Injury,Minor
2008,120,Clear,Etobicoke York,25 to 29,None,Non-Fatal Injury,Minor
2008,120,Clear,Etobicoke York,25 to 29,None,Non-Fatal Injury,Major
2008,120,Clear,Etobicoke York,25 to 29,None,Non-Fatal Injury,Major
2008,120,Clear,Etobicoke York,30 to 34,"Ability Impaired, Alcohol",Non-Fatal Injury,Major
2008,1040,Clear,Toronto and East York,45 to 49,Normal,Non-Fatal Injury,None
2008,1040,Clear,Toronto and East York,20 to 24,None,Non-Fatal Injury,Major
2008,1733,Clear,North York,unknown,None,Non-Fatal Injury,None
2008,1733,Clear,North York,25 to 29,Normal,Non-Fatal Injury,None
2008,1733,Clear,North York,5 to 9,None,Non-Fatal Injury,None
2008,1733,Clear,North York,5 to 9,None,Non-Fatal Injury,None
2008,1733,Clear,North York,25 to 29,None,Non-Fatal Injury,Minor
2008,1733,Clear,North York,15 to 19,None,Non-Fatal Injury,Major
2008,1155,Clear,Etobicoke York,30 to 34,Normal,Non-Fatal Injury,None
2008,1155,Clear,Etobicoke York,0 to 4,None,Non-Fatal Injury,Major
2008,1155,Clear,Etobicoke York,30 to 34,Normal,Non-Fatal Injury,Minor
2008,1302,Clear,Scarborough,45 to 49,Normal,Non-Fatal Injury,Minor
2008,1302,Clear,Scarborough,unknown,None,Non-Fatal Injury,None
2008,1302,Clear,Scarborough,25 to 29,Normal,Non-Fatal Injury,Major
2008,1302,Clear,Scarborough,25 to 29,Normal,Non-Fatal Injury,Major
2008,1345,Clear,Scarborough,25 to 29,Normal,Fatal,Minor
2008,1345,Clear,Scarborough,80 to 84,Unknown,Fatal,Fatal
2008,1750,Clear,Etobicoke York,50 to 54,Inattentive,Non-Fatal Injury,None
2008,1750,Clear,Etobicoke York,25 to 29,None,Non-Fatal Injury,Major
2008,552,Clear,Scarborough,15 to 19,None,Non-Fatal Injury,Major
2008,437,Clear,Etobicoke York,20 to 24,Fatigue,Non-Fatal Injury,Major
2008,437,Clear,Etobicoke York,unknown,None,Non-Fatal Injury,None
2008,437,Clear,Etobicoke York,unknown,None,Non-Fatal Injury,None
2008,1348,Clear,Toronto and East York,unknown,None,Non-Fatal Injury,None
2008,1348,Clear,Toronto and East York,25 to 29,Normal,Non-Fatal Injury,None
2008,1348,Clear,Toronto and East York,40 to 44,None,Non-Fatal Injury,Major
2008,2155,Clear,North York,unknown,None,Fatal,None
2008,2155,Clear,North York,25 to 29,Normal,Fatal,None
2008,2155,Clear,North York,20 to 24,None,Fatal,Minor
2008,2155,Clear,North York,55 to 59,Normal,Fatal,Minor
2008,2155,Clear,North York,unknown,None,Fatal,None
2008,2155,Clear,North York,30 to 34,Unknown,Fatal,Fatal
2008,2155,Clear,North York,unknown,None,Fatal,None
2008,38,Clear,Etobicoke York,25 to 29,Unknown,Fatal,Fatal
2008,38,Clear,Etobicoke York,unknown,None,Fatal,None
2008,38,Clear,Etobicoke York,unknown,None,Fatal,None
2008,38,Clear,Etobicoke York,unknown,None,Fatal,None
2008,1220,Clear,Toronto and East York,30 to 34,Normal,Non-Fatal Injury,None
2008,1220,Clear,Toronto and East York,55 to 59,None,Non-Fatal Injury,Major
2008,2018,Clear,Toronto and East York,60 to 64,Inattentive,Fatal,None
2008,2018,Clear,Toronto and East York,85 to 89,None,Fatal,Fatal
2008,1337,Clear,Toronto and East York,unknown,None,Fatal,None
2008,1337,Clear,Toronto and East York,30 to 34,Normal,Fatal,None
2008,1337,Clear,Toronto and East York,60 to 64,Medical or Physical Disability,Fatal,Major
2008,1337,Clear,Toronto and East York,0 to 4,None,Fatal,None
2008,1337,Clear,Toronto and East York,10 to 14,None,Fatal,None
2008,1337,Clear,Toronto and East York,0 to 4,None,Fatal,None
2008,1337,Clear,Toronto and East York,15 to 19,None,Fatal,None
2008,1337,Clear,Toronto and East York,unknown,None,Fatal,None
2008,1337,Clear,Toronto and East York,50 to 54,Normal,Fatal,None
2008,1337,Clear,Toronto and East York,50 to 54,None,Fatal,Fatal
2008,1935,Clear,North York,25 to 29,Normal,Non-Fatal Injury,None
2008,1935,Clear,North York,35 to 39,None,Non-Fatal Injury,Major
2008,2000,Clear,Etobicoke York,50 to 54,Normal,Non-Fatal Injury,Major
2008,2000,Clear,Etobicoke York,20 to 24,Inattentive,Non-Fatal Injury,Minor
2008,1110,Clear,Scarborough,55 to 59,Normal,Non-Fatal Injury,Major
2008,1110,Clear,Scarborough,unknown,None,Non-Fatal Injury,None
2008,1110,Clear,Scarborough,15 to 19,Inattentive,Non-Fatal Injury,None
2008,1655,Clear,North York,65 to 69,Medical or Physical Disability,Non-Fatal Injury,Major
2008,1655,Clear,North York,55 to 59,Normal,Non-Fatal Injury,None
2008,751,Clear,Toronto and East York,40 to 44,Normal,Non-Fatal Injury,None
2008,751,Clear,Toronto and East York,65 to 69,Inattentive,Non-Fatal Injury,Major
2008,751,Clear,Toronto and East York,unknown,None,Non-Fatal Injury,None
2008,800,Clear,Toronto and East York,30 to 34,Normal,Non-Fatal Injury,None
2008,800,Clear,Toronto and East York,55 to 59,None,Non-Fatal Injury,Major
2008,1744,Clear,Toronto and East York,45 to 49,Normal,Non-Fatal Injury,Major
2008,1744,Clear,Toronto and East York,25 to 29,"Ability Impaired, Alcohol",Non-Fatal Injury,None
2008,300,Rain,Etobicoke York,25 to 29,None,Non-Fatal Injury,None
2008,300,Rain,Etobicoke York,35 to 39,None,Non-Fatal Injury,Minor
2008,300,Rain,Etobicoke York,70 to 74,None,Non-Fatal Injury,Major
2008,300,Rain,Etobicoke York,unknown,None,Non-Fatal Injury,None
2008,300,Rain,Etobicoke York,30 to 34,Normal,Non-Fatal Injury,Minimal
2008,300,Rain,Etobicoke York,15 to 19,Normal,Non-Fatal Injury,Minimal
2008,320,Rain,North York,30 to 34,Normal,Non-Fatal Injury,None
2008,320,Rain,North York,25 to 29,None,Non-Fatal Injury,Major
2008,305,Clear,North York,20 to 24,None,Fatal,Minor
2008,305,Clear,North York,30 to 34,Normal,Fatal,Minor
2008,305,Clear,North York,35 to 39,None,Fatal,Fatal
2008,857,Rain,Toronto and East York,50 to 54,Normal,Non-Fatal Injury,None
2008,857,Rain,Toronto and East York,35 to 39,Normal,Non-Fatal Injury,None
2008,857,Rain,Toronto and East York,45 to 49,Inattentive,Non-Fatal Injury,Major
2008,857,Rain,Toronto and East York,40 to 44,Inattentive,Non-Fatal Injury,None
2008,2119,Clear,Toronto and East York,35 to 39,Had Been Drinking,Non-Fatal Injury,Major
2008,2119,Clear,Toronto and East York,25 to 29,Normal,Non-Fatal Injury,None
2008,2329,Rain,Toronto and East York,60 to 64,Normal,Non-Fatal Injury,None
2008,2329,Rain,Toronto and East York,50 to 54,None,Non-Fatal Injury,Major
2008,2330,Rain,Toronto and East York,unknown,Unknown,Non-Fatal Injury,None
2008,2330,Rain,Toronto and East York,45 to 49,None,Non-Fatal Injury,Major
2008,1133,Clear,Toronto and East York,35 to 39,Normal,Non-Fatal Injury,Major
2008,542,Clear,Toronto and East York,30 to 34,Unknown,Non-Fatal Injury,None
2008,542,Clear,Toronto and East York,unknown,None,Non-Fatal Injury,None
2008,542,Clear,Toronto and East York,50 to 54,None,Non-Fatal Injury,Major
2008,1407,Clear,Toronto and East York,75 to 79,None,Non-Fatal Injury,Major
2008,1407,Clear,Toronto and East York,50 to 54,Normal,Non-Fatal Injury,None
2008,1553,Clear,Toronto and East York,30 to 34,Normal,Non-Fatal Injury,None
2008,1553,Clear,Toronto and East York,45 to 49,Inattentive,Non-Fatal Injury,Major
2008,2005,Clear,Etobicoke York,unknown,None,Non-Fatal Injury,None
2008,2005,Clear,Etobicoke York,unknown,Unknown,Non-Fatal Injury,None
2008,2005,Clear,Etobicoke York,45 to 49,None,Non-Fatal Injury,Major
2008,708,Clear,Etobicoke York,unknown,None,Non-Fatal Injury,None
2008,708,Clear,Etobicoke York,55 to 59,Inattentive,Non-Fatal Injury,None
2008,708,Clear,Etobicoke York,75 to 79,None,Non-Fatal Injury,Major
2008,1235,Clear,Scarborough,unknown,None,Non-Fatal Injury,None
2008,1235,Clear,Scarborough,unknown,None,Non-Fatal Injury,None
2008,1235,Clear,Scarborough,unknown,None,Non-Fatal Injury,None
2008,1235,Clear,Scarborough,unknown,None,Non-Fatal Injury,None
2008,1235,Clear,Scarborough,55 to 59,Inattentive,Non-Fatal Injury,None
2008,1235,Clear,Scarborough,45 to 49,None,Non-Fatal Injury,Major
2008,1610,Clear,Etobicoke York,25 to 29,Normal,Non-Fatal Injury,None
2008,1610,Clear,Etobicoke York,20 to 24,None,Non-Fatal Injury,Major
2008,2245,Clear,Toronto and East York,unknown,None,Non-Fatal Injury,None
2008,2245,Clear,Toronto and East York,55 to 59,"Ability Impaired, Alcohol Over .08",Non-Fatal Injury,None
2008,2245,Clear,Toronto and East York,50 to 54,None,Non-Fatal Injury,Major
2008,1815,Clear,Toronto and East York,unknown,None,Non-Fatal Injury,None
2008,1815,Clear,Toronto and East York,25 to 29,Normal,Non-Fatal Injury,Major
2008,1815,Clear,Toronto and East York,unknown,None,Non-Fatal Injury,None
2008,1815,Clear,Toronto and East York,20 to 24,Normal,Non-Fatal Injury,Minimal
2008,2110,Clear,Scarborough,15 to 19,"Ability Impaired, Alcohol",Non-Fatal Injury,None
2008,2110,Clear,Scarborough,15 to 19,None,Non-Fatal Injury,None
2008,2110,Clear,Scarborough,15 to 19,None,Non-Fatal Injury,None
2008,2110,Clear,Scarborough,40 to 44,None,Non-Fatal Injury,Major
2008,2307,Clear,Toronto and East York,15 to 19,None,Non-Fatal Injury,Minor
2008,2307,Clear,Toronto and East York,20 to 24,Normal,Non-Fatal Injury,Minor
2008,2307,Clear,Toronto and East York,unknown,None,Non-Fatal Injury,None
2008,2307,Clear,Toronto and East York,15 to 19,"Ability Impaired, Alcohol Over .08",Non-Fatal Injury,None
2008,2307,Clear,Toronto and East York,25 to 29,None,Non-Fatal Injury,Major
2008,2007,Clear,North York,unknown,None,Non-Fatal Injury,None
2008,2007,Clear,North York,35 to 39,Normal,Non-Fatal Injury,Major
2008,2007,Clear,North York,35 to 39,Normal,Non-Fatal Injury,None
2008,1540,Clear,Etobicoke York,20 to 24,None,Non-Fatal Injury,Major
2008,1540,Clear,Etobicoke York,unknown,None,Non-Fatal Injury,None
2008,1737,Clear,Scarborough,35 to 39,None,Non-Fatal Injury,Minor
2008,1737,Clear,Scarborough,50 to 54,Normal,Non-Fatal Injury,Minor
2008,1737,Clear,Scarborough,15 to 19,None,Non-Fatal Injury,Minor
2008,1737,Clear,Scarborough,10 to 14,None,Non-Fatal Injury,Minor
2008,1737,Clear,Scarborough,unknown,None,Non-Fatal Injury,None
2008,1737,Clear,Scarborough,30 to 34,Medical or Physical Disability,Non-Fatal Injury,Major
2008,2210,Clear,North York,unknown,Inattentive,Non-Fatal Injury,None
2008,2210,Clear,North York,40 to 44,None,Non-Fatal Injury,Major
2008,151,Clear,Toronto and East York,unknown,None,Non-Fatal Injury,None
2008,151,Clear,Toronto and East York,45 to 49,"Ability Impaired, Alcohol Over .08",Non-Fatal Injury,Major
2008,151,Clear,Toronto and East York,unknown,None,Non-Fatal Injury,None
2008,151,Clear,Toronto and East York,35 to 39,Normal,Non-Fatal Injury,None
2008,316,Clear,Toronto and East York,unknown,None,Non-Fatal Injury,None
2008,316,Clear,Toronto and East York,unknown,None,Non-Fatal Injury,Minor
2008,316,Clear,Toronto and East York,unknown,None,Non-Fatal Injury,None
2008,316,Clear,Toronto and East York,unknown,None,Non-Fatal Injury,Major
2008,316,Clear,Toronto and East York,unknown,None,Non-Fatal Injury,Minor
2008,316,Clear,Toronto and East York,unknown,None,Non-Fatal Injury,None
2008,1035,Clear,North York,20 to 24,None,Fatal,None
2008,1035,Clear,North York,30 to 34,None,Fatal,None
2008,1035,Clear,North York,unknown,None,Fatal,None
2008,1035,Clear,North York,60 to 64,Inattentive,Fatal,None
2008,1035,Clear,North York,80 to 84,None,Fatal,Fatal
2008,1659,Clear,Toronto and East York,unknown,None,Non-Fatal Injury,None
2008,1659,Clear,Toronto and East York,unknown,None,Non-Fatal Injury,None
2008,1659,Clear,Toronto and East York,unknown,None,Non-Fatal Injury,None
2008,1659,Clear,Toronto and East York,unknown,Unknown,Non-Fatal Injury,None
2008,1659,Clear,Toronto and East York,5 to 9,None,Non-Fatal Injury,Major
2008,2045,Clear,Toronto and East York,25 to 29,Normal,Non-Fatal Injury,Major
2008,2045,Clear,Toronto and East York,unknown,Unknown,Non-Fatal Injury,None
2008,630,Clear,North York,40 to 44,Normal,Non-Fatal Injury,None
2008,630,Clear,North York,85 to 89,Medical or Physical Disability,Non-Fatal Injury,Major
2008,700,Clear,North York,30 to 34,Normal,Non-Fatal Injury,None
2008,700,Clear,North York,85 to 89,Medical or Physical Disability,Non-Fatal Injury,Major
2008,700,Clear,North York,unknown,None,Non-Fatal Injury,None
2008,1831,Clear,North York,unknown,None,Non-Fatal Injury,None
2008,1831,Clear,North York,0 to 4,None,Non-Fatal Injury,None
2008,1831,Clear,North York,0 to 4,None,Non-Fatal Injury,None
2008,1831,Clear,North York,30 to 34,None,Non-Fatal Injury,None
2008,1831,Clear,North York,30 to 34,Normal,Non-Fatal Injury,None
2008,1831,Clear,North York,5 to 9,None,Non-Fatal Injury,Major
2008,1958,Rain,Toronto and East York,35 to 39,Normal,Non-Fatal Injury,None
2008,1958,Rain,Toronto and East York,60 to 64,Normal,Non-Fatal Injury,None
2008,1958,Rain,Toronto and East York,40 to 44,Normal,Non-Fatal Injury,None
2008,1958,Rain,Toronto and East York,unknown,None,Non-Fatal Injury,None
2008,1958,Rain,Toronto and East York,15 to 19,Normal,Non-Fatal Injury,None
2008,1958,Rain,Toronto and East York,30 to 34,Normal,Non-Fatal Injury,Minimal
2008,1958,Rain,Toronto and East York,50 to 54,Unknown,Non-Fatal Injury,Major
2008,1958,Rain,Toronto and East York,30 to 34,Normal,Non-Fatal Injury,Minimal
2008,2125,Clear,Scarborough,65 to 69,Unknown,Fatal,None
2008,2125,Clear,Scarborough,45 to 49,None,Fatal,Fatal
2008,250,Clear,Etobicoke York,80 to 84,Other,Non-Fatal Injury,Major
2008,750,Clear,North York,65 to 69,Medical or Physical Disability,Non-Fatal Injury,Minimal
2008,750,Clear,North York,50 to 54,Normal,Non-Fatal Injury,Major
2008,1220,Clear,Toronto and East York,55 to 59,Inattentive,Non-Fatal Injury,None
2008,1220,Clear,Toronto and East York,85 to 89,None,Non-Fatal Injury,Major
2008,1913,Clear,Etobicoke York,50 to 54,Normal,Non-Fatal Injury,Major
2008,1913,Clear,Etobicoke York,50 to 54,Normal,Non-Fatal Injury,Minimal
2008,1913,Clear,Etobicoke York,60 to 64,Normal,Non-Fatal Injury,None
2008,1755,Clear,Etobicoke York,25 to 29,Normal,Non-Fatal Injury,Minimal
2008,1755,Clear,Etobicoke York,unknown,None,Non-Fatal Injury,None
2008,1755,Clear,Etobicoke York,25 to 29,Normal,Non-Fatal Injury,None
2008,1755,Clear,Etobicoke York,30 to 34,Normal,Non-Fatal Injury,None
2008,1755,Clear,Etobicoke York,60 to 64,Normal,Non-Fatal Injury,None
2008,1755,Clear,Etobicoke York,40 to 44,Normal,Non-Fatal Injury,Major
2008,1355,Clear,Etobicoke York,unknown,None,Non-Fatal Injury,None
2008,1355,Clear,Etobicoke York,15 to 19,Inattentive,Non-Fatal Injury,None
2008,1355,Clear,Etobicoke York,unknown,None,Non-Fatal Injury,None
2008,1355,Clear,Etobicoke York,40 to 44,Normal,Non-Fatal Injury,None
2008,1355,Clear,Etobicoke York,25 to 29,Normal,Non-Fatal Injury,Major
2008,220,Clear,Etobicoke York,unknown,None,Non-Fatal Injury,None
2008,220,Clear,Etobicoke York,25 to 29,"Ability Impaired, Alcohol",Non-Fatal Injury,Major
2008,1425,Clear,North York,25 to 29,Normal,Non-Fatal Injury,None
2008,1425,Clear,North York,45 to 49,None,Non-Fatal Injury,Major
2008,2123,Clear,Toronto and East York,55 to 59,None,Non-Fatal Injury,Major
2008,2123,Clear,Toronto and East York,unknown,Unknown,Non-Fatal Injury,None
2008,235,Clear,Toronto and East York,30 to 34,"Ability Impaired, Alcohol",Non-Fatal Injury,Major
2008,235,Clear,Toronto and East York,25 to 29,None,Non-Fatal Injury,Major
2008,235,Clear,Toronto and East York,20 to 24,None,Non-Fatal Injury,Major
2008,235,Clear,Toronto and East York,25 to 29,Normal,Non-Fatal Injury,Major
2008,745,Clear,Toronto and East York,30 to 34,Normal,Non-Fatal Injury,None
2008,745,Clear,Toronto and East York,45 to 49,None,Non-Fatal Injury,Major
2008,1111,Clear,North York,unknown,None,Fatal,None
2008,1111,Clear,North York,65 to 69,Unknown,Fatal,None
2008,1111,Clear,North York,75 to 79,None,Fatal,Fatal
2008,723,Clear,North York,50 to 54,Normal,Non-Fatal Injury,Major
2008,723,Clear,North York,55 to 59,Normal,Non-Fatal Injury,Minimal
2008,1354,Clear,North York,45 to 49,Normal,Non-Fatal Injury,Major
2008,1354,Clear,North York,40 to 44,None,Non-Fatal Injury,None
2008,1402,Clear,Etobicoke York,unknown,None,Non-Fatal Injury,None
2008,1402,Clear,Etobicoke York,50 to 54,Normal,Non-Fatal Injury,Minor
2008,1402,Clear,Etobicoke York,25 to 29,Normal,Non-Fatal Injury,Major
2008,2022,Clear,Scarborough,unknown,Normal,Non-Fatal Injury,None
2008,2022,Clear,Scarborough,85 to 89,None,Non-Fatal Injury,Major
2008,1333,Clear,Toronto and East York,80 to 84,Normal,Non-Fatal Injury,None
2008,1333,Clear,Toronto and East York,60 to 64,None,Non-Fatal Injury,Major
2008,1440,Clear,North York,45 to 49,Inattentive,Non-Fatal Injury,Major
2008,1440,Clear,North York,55 to 59,None,Non-Fatal Injury,Minor
2008,1440,Clear,North York,70 to 74,Normal,Non-Fatal Injury,Minimal
2008,308,Clear,Toronto and East York,unknown,None,Non-Fatal Injury,None
2008,308,Clear,Toronto and East York,40 to 44,Normal,Non-Fatal Injury,None
2008,308,Clear,Toronto and East York,unknown,None,Non-Fatal Injury,None
2008,308,Clear,Toronto and East York,40 to 44,Normal,Non-Fatal Injury,None
2008,308,Clear,Toronto and East York,20 to 24,None,Non-Fatal Injury,Major
2008,308,Clear,Toronto and East York,25 to 29,Normal,Non-Fatal Injury,None
2008,1614,Clear,Scarborough,45 to 49,Normal,Non-Fatal Injury,None
2008,1614,Clear,Scarborough,35 to 39,Inattentive,Non-Fatal Injury,None
2008,1614,Clear,Scarborough,25 to 29,None,Non-Fatal Injury,Major
2008,1614,Clear,Scarborough,30 to 34,Normal,Non-Fatal Injury,None
2008,1614,Clear,Scarborough,40 to 44,Normal,Non-Fatal Injury,Minor
2008,1825,Clear,Etobicoke York,40 to 44,None,Non-Fatal Injury,Major
2008,1825,Clear,Etobicoke York,45 to 49,Normal,Non-Fatal Injury,None
2008,1825,Clear,Etobicoke York,30 to 34,Normal,Non-Fatal Injury,Minor
2008,2240,Clear,North York,50 to 54,Had Been Drinking,Non-Fatal Injury,Major
2008,2240,Clear,North York,unknown,None,Non-Fatal Injury,None
2008,920,Clear,Toronto and East York,unknown,None,Non-Fatal Injury,None
2008,920,Clear,Toronto and East York,20 to 24,Inattentive,Non-Fatal Injury,None
2008,920,Clear,Toronto and East York,0 to 4,None,Non-Fatal Injury,None
2008,920,Clear,Toronto and East York,30 to 34,None,Non-Fatal Injury,Major
2008,1027,Clear,North York,40 to 44,Normal,Non-Fatal Injury,None
2008,1027,Clear,North York,20 to 24,Normal,Non-Fatal Injury,Minor
2008,1027,Clear,North York,70 to 74,None,Non-Fatal Injury,Major
2008,1445,Clear,Etobicoke York,35 to 39,Normal,Non-Fatal Injury,Minimal
2008,1445,Clear,Etobicoke York,45 to 49,Normal,Non-Fatal Injury,Major
2008,1900,Clear,Etobicoke York,unknown,None,Non-Fatal Injury,None
2008,1900,Clear,Etobicoke York,45 to 49,Normal,Non-Fatal Injury,None
2008,1900,Clear,Etobicoke York,40 to 44,None,Non-Fatal Injury,Major
